data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Mongolia	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Melanesia	Polynesia	
Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	1	0	0	491769	6	0	0	98343	0	0	0	23	0	0	0	0	0	0	0	0	9140	21712	9450	15706	0	16502	0	0	0	0
Switzerland	1	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Central_x0020_Asia	0	0	0	1029	0	5000	0	0	414912	70532	65992	0	2564	0	738899	224247	1106761	0	0	22769	0	0	13144	129633	0	0	0	33928	0	0	94800	449411	0	0	0
Iran	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Russia	0	5002	17732	2960	0	1836	0	3379	4284151	208900	0	171140	8920	12007	99035	0	2045670	0	125469	80317	0	0	3834	5000	0	9050	0	46600	921271	1484555	584429	137454	0	0	0
Western_x0020_Asia	0	7	0	0	1	1	0	0	24153	0	11	0	5	7	576	0	0	0	79100	0	0	0	0	0	1592	0	0	11	535217	25750	0	0	10	0	0
China	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1082654	0	1870	0	290706	6	0	0	0	0	0	0	0	0	0	0	0
Korea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mongolia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Japan	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
India	0	0	0	0	0	44	0	16	61	0	0	0	0	0	18	0	229005	195222	136055	0	0	0	2028020	1179825	18	0	4	0	0	0	0	4	500	72	0
South_x002D_Eastern_x0020_Asia	0	0	0	0	0	2025	0	0	5001	0	0	0	0	0	0	0	20	2426	0	0	69	0	0	0	0	0	0	0	0	0	0	0	32	0	0
Southern_x0020_Asia_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	2160	3259	0	297862	0	0	0	0	0	29035	0	132895	0	0	0	0	25000	0	63670	0	0	0
Eastern_x0020_Africa	0	0	40	0	0	0	0	0	45	0	0	0	0	0	0	0	177	0	0	0	200	0	0	0	0	1	0	0	0	110	0	0	0	0	0
Middle_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Southern_x0020_Africa	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	36	0	0	0	0	18	0	162545	254	0	0	0	0	0	0	1	0	0
Western_x0020_Africa	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Algeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egypt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	100	0	0	0	0	0	0	0	0	0	0	0	0	0	2328	0	0	0
Morocco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Northern_x0020_Africa_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Australia_x0020_and_x0020_New_x0020_Zealand	0	0	24999	0	0	0	0	0	386235	0	416	0	1318	0	1838581	0	2898385	294540	1095510	0	1179686	0	3232221	400866	605242	0	53036	0	25652	1396073	193688	630586	0	251797	3
Melanesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polynesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
